guide_ra,guide_dec,phot_g_mean_mag,cmos_id
9.8446189,43.1106622,14.231,7
9.7829622,43.0291364,14.241,7
9.8111917,43.1559319,14.443,7
9.8096844,43.0859844,14.509,7
9.78672,43.1281969,14.881,7
9.8050942,43.1945633,14.196,7
9.8763781,43.1564086,11.56,7
9.9169083,43.230845,11.804,7
9.9359664,43.1022308,12.107,7
9.9002342,43.0896928,13.579,7
9.9080697,43.1374917,13.816,7
9.9047319,43.0749086,13.967,7
9.9121017,43.1681631,14.096,7
9.9531456,43.1462203,14.648,7
9.8969111,43.1092381,14.665,7
9.8805081,43.134145,14.739,7
9.8757708,43.1695525,14.824,7
9.9047303,43.2144642,14.901,7
9.8458881,43.1814833,14.961,7
9.9722186,43.1436783,14.985,7
9.8726308,43.0109892,12.121,8
9.8333064,42.9883392,12.558,8
9.8465103,43.0055619,14.28,8
10.0133308,43.0253978,12.662,8
9.9940208,43.0144564,12.831,8
9.9002047,42.9927158,13.228,8
9.9439356,42.9792517,13.392,8
9.9412107,42.9528897,13.402,8
9.9926244,43.0177906,13.786,8
9.9932389,43.0065319,13.989,8
9.9617989,42.9987161,13.995,8
10.0111942,43.0387139,14.452,8
9.9598722,42.9749439,14.498,8
9.9786208,42.9992656,14.685,8
9.9594761,42.9159992,14.774,8
10.0512564,43.0077086,14.796,8
9.9823639,43.0007597,14.799,8
9.9397528,42.9228564,14.817,8
9.8979106,42.9898644,14.88,8
9.9239317,43.0591297,13.224,8
9.9994364,43.0902656,13.724,8
10.0097218,43.0885056,14.462,8
10.0233978,43.1058708,14.664,8
